review,rating,date,userName
masalah nya sy main masih delay banget,4,2026-04-22 10:18:43,Piwpiw Piwpiw
grafik jadi blur di pas main padahal di lobby hd,1,2026-04-22 10:17:29,I Gusti Putu Ardita Utama_10
"metro royale gak bisa dimainin gak masuk masuk gw nunggu ampe 30 menit tetap gak masukk ,krn kurang pemain,klo emng gitu ngapain masi di adain klo emng peminatnya gk bnyk,kita yg suka main jdi kesusahan👎👎👎👎",2,2026-04-22 09:51:56,Thary Esthza
"need more inprovement to many bot so not cool, fpp that no body play it anymore .... to many mode that to big file for the phone need more improvement for the mechanic like the pc,to fast for the game progress .., not to worth to download 30 giga if the graphic not improve ... now theres delta force that with much better graphic and game play need more improvement like the pc game play,",2,2026-04-22 09:36:55,Tirmelin A.K
"mantap bang, ga kikir kikir amat",5,2026-04-22 09:06:37,Alex Singa
event nya membosankan,1,2026-04-22 08:04:48,Bung Apitrianto
saya benar benar sangat terkesan dengan pubg kalian wajib coba pengalaman bermain seperti. nyata,5,2026-04-22 06:21:02,Airlangga
Sedikit puas karena peningkatannya tapi masih kurang puas karena yang tiada berpunya hanya bisa melihat yang ber-uang memiliki set bagus,4,2026-04-22 05:59:26,Zaky Adlan
oke,5,2026-04-22 05:47:43,Akhmad Syamsudin
Permainan yang sangat menyerukan,5,2026-04-22 05:44:09,Mohammad Harits Maulana
kurang ooooo,5,2026-04-22 03:33:04,Agus Rivai
centang grading udah di kurangi 1 oke lah tapi tetap sulit masi bnyak gagal tapi masalahnya kenapa sekarang di batesin poin rang nya cuma sampai 5500 kalonlolos greding cuma stag di domi 15 terus yang banyk gagalnya kek sia sia dong ini aja gua belum naik naik domi gagal mulu tolong lah,1,2026-04-22 03:20:04,Sahrial Agus Mardian
"assu bgt ni game, naik paling 6-10 point.. gliran minus nyampe -30 -40.. bangke game kontlo... grading2 taingasu lah",1,2026-04-22 03:12:19,LiveETH
setres makin berat ini apk,1,2026-04-22 02:13:14,Adi Priatna
game top sepanjang Tahun...tapi tolong perbaiki gameplay saat main di event yang agar disesuaikan dengan kondisi hp player..karna main clasik beda saat main di event berat,5,2026-04-22 02:04:35,Rubianto Sentosa
👍,5,2026-04-22 02:00:12,Tedy Riyanto90
terlalu bug pada game,1,2026-04-22 01:38:28,Memet MR
"untuk grafik super smooth, menurut saya belum super smooth, menurut saya grafik super smooth itu tekstur mirip kaya pubg lite (grafik rata kanan dan tanpa bayangan untuk semua perangkat).terimakasih",5,2026-04-22 01:22:58,Kamaluddin Nur
sangat bagusss sekali,5,2026-04-22 01:15:49,Fadil saifudin
Pakah Masi layak di mainkan lagi ga bagus lagi apus lagi,5,2026-04-22 00:17:51,Dayat Dayatselebor
sistem grading sangat memberatkan,1,2026-04-22 00:17:03,Iqbal Mustafeed
"Ram ya semakin banyak, jadi ga bisa di downloads",1,2026-04-22 00:15:02,Faza Haidar
sejak update sekarang pubg kebanyakan makan data internet suka download sendiri lah apa lh,1,2026-04-21 23:51:45,Muhammad Imann
"developernya keren, Sunda baik, Viking keren.",5,2026-04-21 23:17:36,Mimsyad Dainuri
ok lah,5,2026-04-21 22:53:49,Deguel Sadut
mau naik ice aja susah mending hapus aja sistem granding,1,2026-04-21 22:21:03,Sirpal Amar
"tambah males aja main game ini, udah pelit sekarang di tambah lagi laga naik tier apaan coba",1,2026-04-21 22:20:40,Teddy Lx
to be honest too much upgrade that actually kinda useless i Miss the old PUBG tho but it is what it is,5,2026-04-21 21:45:39,Azhar
"sebagai pemain lama (2019) yang sempat vakum main PUBG, memutuskan online dan ON lagi karena sesama pemain lama ON LAGI, banyak sekali perbedaan. 1.Sistem BOT yang semakin sulit dibedain player asli/BOT (⭐5) 2.Waktu tunggu MAP selain Erangel semakin lama bisa sampai 3-4menitan walau sudah merubah sistem sesuai bahasa, MAP ERANGEL paling lama cuma 1menit (⭐1) 3.terlalu banyak UI (HUB,showroom koleksi, dan Metro Royale) bikin bingung kalau salah geser(⭐1) perbaiki waktu tunggu selain ERANGEL",2,2026-04-21 21:45:24,Andre Meyer
"apalah ni game jaringan bagus cuma ni pabji yang leg, event kaga bisa di buka, teman nga bisa di undang, padahal versi sebelum aman aman aja",1,2026-04-21 21:42:37,Sai Akuto
mantap,5,2026-04-21 21:35:26,Haafiz Syabana
greding nya gak masuk akal,1,2026-04-21 21:34:14,Aji Pamungkas TI 4A
"hilangkan grading, karna merugikan player yang biasa karna pro player sengaja gx main grading supaya bisa cicken terus,",1,2026-04-21 21:31:29,Dea Azzahra
pass mendownloadnya itu ulang ulang terus tidak mau terpasang tolong di teg,1,2026-04-21 21:28:07,Kelvin
"min tolong sinyalnya diperbaiki pingnya jelek banget, atau emang xl yang busuk ya",5,2026-04-21 21:25:08,mumu 95
developer kikir kasih grading ga adil,1,2026-04-21 21:20:14,Tuby pinguin
kok gak bisa di instal?,1,2026-04-21 21:10:21,Arfa alfatih
"naik poin aja susah amat nih game, naik turun terus.. naik domi poin 15 aja susah amat apalagi concu",2,2026-04-21 21:08:42,Tuan Moezza
good,5,2026-04-21 20:35:59,Celeste Moreira marques
"pubg saya gak bisa dibuka ,,stuck aja ni ,bagaimana admin ??,,mohon solusinya minnn",1,2026-04-21 20:12:42,Muhammad novriadi
giro nya nggak bisa aktif,5,2026-04-21 20:10:27,Khairuaddin
hai level infinity aku sangat suka gema buatan mu aku kasih bintang 5 dan aku juga main hok,5,2026-04-21 19:58:34,Arva
pelayer nya modal kil afk,1,2026-04-21 19:53:21,Ricat Nule
"Add blue hit effect, please 🥹🥹",1,2026-04-21 19:48:01,Khoirul Anam
"grading sampah, hapus kek sistem grading bikin stress bahkan rosemary jg stresss, banyak player yg berhenti main game krn sistem grading sampah inj apaan sinyal di pubg jelek trus, giliran buka tiktok, youtube, ig, apalagi PlayStore langsung lancar jaya, giliran buka pubg malah jelek, aneh bgttt",2,2026-04-21 19:32:59,Muhammad Harits Riss Aufa
pubg tolong berikan skin m16 royal pas biar kami bisa menikmati skin layak nya Sultan saya kecewa berhenti bermain pubg.,1,2026-04-21 18:45:05,kalteng Aja
semakin keren grafiknya,5,2026-04-21 18:04:57,Saeful Imron
sinyal diperbaiki dan org yg pakek cheet sinyal,3,2026-04-21 17:59:35,M Sofiyurrosad
"skin senjata mirip game ff ga real, skin yg real hanya glacier ga merubah bentuk senjata aslinya.",1,2026-04-21 17:09:53,Saepul Fajar
good game,5,2026-04-21 16:36:48,Jaid
geme ini tidak bagus geravik ya jelek dasar game aneh,5,2026-04-21 15:21:23,Faiz Abdillah Faiz
Game aneh sering kepental ke server lain,1,2026-04-21 15:09:57,Apipewww Ajaaa
"tolong developer, next update, control kendaraan bisa copy paste layout dong, seperti kontrol hud, soalnya aga ke ganggu buat player yg akunnya banyak, tapi harus nyesuaiin satu satu layoutnya",5,2026-04-21 15:07:48,spongebob gabisa berenang
"Pas saya login kembali bersama teman teman, tiba tiba ada grading langsung saya uninstal kembali bersama teman teman saya, ribet sekali ini game ini by",1,2026-04-21 14:10:43,SHE 23
"tolong la defeloper nya kalau kasih lawan yg seimbang ini kok naik tier ace ajj, lawan nya conguer, ace conguer gmna kami mau naik tier yg lebih tinggi dlu enak pubg mobile nya bisa tier ace sekrng boro boro naik tier menyelesai kan tiket naik tier ajj susah menghadap pi top global gi tolong di kondisi kan untuk naik tier nya sesuai kemampuan skill pengguna",1,2026-04-21 13:53:37,Rifka Rahmat riskillah
semakin tidak cocok untuk HP kentang 🤣,3,2026-04-21 13:50:39,Zelina Pitaloka
kasih saya musuh bot semua🗿,5,2026-04-21 12:58:13,Andi Ariga
bagus,5,2026-04-21 12:35:13,Jose Belo
apa yg mau kamu cari di pubg 🗿,5,2026-04-21 11:46:14,Michelle Cantik
Buat Devloper PUBGM tolong sekali masih banyak konten kreator memperjual belikan cheat PUBGM prabayar/ VIP . sudah kami laporkan tapi tetap tidak ditindak lanjuti seperti ada Pembiyaran kami sudah habis biaya banyak tapi si perusak permainan dipelihara,1,2026-04-21 11:22:11,Pegi PUBG
game nya bagus tapi grafik kurang realistis tapi udah cukup keren buat bar bar lumayan,4,2026-04-21 11:16:14,Naristi Helen
menemukan pertandingan yang sangat amat lama setelah update,3,2026-04-21 10:53:05,Alfin PratamaAs24
makin seru mainnya,5,2026-04-21 10:44:31,Zainutdin zey
suka gem PUBG MOBILE,5,2026-04-21 09:55:10,Tepang Saitun
game terlalu jelek untuk grafik 1 GB,1,2026-04-21 09:26:49,Desi Marliana
MANTAP,1,2026-04-21 09:26:02,Gabriel Ara ara
game babi gw udah download data nya semua tinggal dikit malah ngulang lagi download nya gajelas ini game,1,2026-04-21 09:10:13,Lucky Dwi satria
sekali tusun mines terlalu banyak,3,2026-04-21 08:48:44,Mustajam Jam
"Gamenya membosankan bayangkan Rank Crown + isinya bot semua !! hanya grading yg minim bot. game ini membosankan karna banyak bot !! dan makin lama makin aneh desain bangunan dll udah melenceng dai PUBG yang dulu. sekarang udah kurang realistic. alangkah baiknya kalau mengikuti perkembangan PUBG PC. pubg sekarang aneh saya pemain dari S1 awal"" serunya PUBG dulu pas sampai colab sama Alan Walker saja seterusnya boring aneh !! perasaan bertempurnya jadi gak seru kayak dulu sekarang banyak bot.",1,2026-04-21 07:41:04,Jajang Aklun Naza
Game batleroyal tapi serasa main game magic magic. Sudah tak segahar dulu awal tahun 2017 yang menggambarkan game batleroyal yg sesungguhnya. Perang tanpa mementingkan skin. dan banyak player yang mulai berhenti bermain dikarenakan update yang semakin tinggi.,1,2026-04-21 07:16:32,Zainal Khabidin
"game ini sangat bagus,ayo download secara bersama-sama dan rasakan sensasi naik rank kalian masing-masing",5,2026-04-21 06:21:23,meta morfosis
apalah malah di batasi permainan hanya 6 jam,1,2026-04-21 05:35:07,Anugerah Utama
"WEYYY DEVELOPMENT BUG NYA TOLONG DIPERBAIKI, JANGGAL INI, MERESAHKAN. MASALAH : TIDAK BISA DI GERAKAN SAMA SEKALI PENYEBAB: TIDAK SENGAJA FRIENDLY FIRE, MELEMPAR BOMB KEARAH MUSUH, DAN DISANA ADA REKAN TIM YANG TER KNOCK OLEH MUSUH, KETIKA SAYA LEMPAR BOMB, MUSUHNYA KNOCK TAPI TEMEN SAYA DEATH, LANGSUNG SEKETIKA KENA PERINGATAN DAN TIDAK BISA GERAK, SISTEM NYA TOLONG DI PERBAIKI, MANA YANG SENGAJA DAN TIDAK NYA MOHON BISA DI DETEKSI SECARA TELITI, SOFTWARE NYA GIMANA SIH INI",3,2026-04-21 05:26:44,rakha febrian
"menurut ku tambahkan dubbiing indonesia dan mode offline bagi gak ada kuota. mohon perbaiki koneksi jaringan internetnya mau login jaringan tqk stqbil, kembalikan sistem rank seperti dulu tanpa tantangan naik tier karna susah benar grading sering ketemu player ada juga nemu bot yang bawamobil atau kuda atqu lempar granat",5,2026-04-21 05:17:45,Muhammad Husnimubaraq
geam yang mengecewakan masa kontrol say ke riset sendiri aneh geam Tolol,1,2026-04-21 04:57:01,jumra pptgn
cukup baik tapi tolong jangan di perbesar data nyaa,5,2026-04-21 04:14:04,jangan beli
TOLONG SAYA LEG PER KECIL SAIYS GAMENYA,5,2026-04-21 04:11:18,Padilah Nugraha
game kikir kaga pernah kasih hoki player,2,2026-04-21 02:06:46,HAAFIZH FEBRI
mantap,5,2026-04-21 01:46:01,Den Anto
"saya melakukan transaksi pembelian uc yang pertama lewat transfer qris bank tapi pesanan malah dibatalkan,uang udah keluar tapi uc gaada masuk pas saya beli yg kedua masuk cuman yang pertama beli belum masuk minimal dana dikembaliin lah tolong ini game nya kok eror gini masalah transaksi pembelian uc kalo sampe gaada pembelian dana saya ga rela dan ga ikhlas sama dengan penipuan",1,2026-04-21 01:07:56,Sandy Suherman
minta tolong kepada pemilik PUBG gimana ini kok PUBG ya enggak bisa masuk?,1,2026-04-21 01:04:47,Muhamad hendra Saputra
"6 tahun saya memainkan game ini, tp makin kesini makin besar upgrade nya, dan itu masih bisa saya maklumi, tp kenapa sekarang makin ribet peraturan nya masalah naik tier, ok lah klo player skuad, tp dipikir jg yg player solo susah bnget naek nya, dari ace master ke dominator 4 kali 10 besar susah, 3 kali masuk 10 besar tinggal 1 lagi mati di 20 besar harus riset ulang, tolonglah balikin seperti yg dulu sekarang mulai males buka pubg gara gara itu.",2,2026-04-21 01:00:17,Rosyadi Adi
gme kreativ,5,2026-04-21 00:38:35,Bagas Tama
"metode unduhan sudah WIFI, pengunduhan otomatis sudah ""TIDAK DIAKTIFKAN!!!"", kok masih bisa ya main PAKAI DATA download tetap berjalan padahal tidak saya inginkanterutama download OUTFIT!!! mohon diperhatikan lagi dong terutama pengguna hp mid-low seperti saya ini merasa terganggu",1,2026-04-21 00:01:48,Xu Kurayami
"Seru tapi tiap grading ke 3 selalu dapat darksystem teammateny dan selalu memutar baliknnymmmmlmy, entah itu usil, rebutan senjata berujung intimidasi pake molotov,",2,2026-04-20 22:19:16,rafi rafsanzani
kok malam ini aplikasinya ngelag ya tolong dong perbaiki mau login soalnya,4,2026-04-20 22:16:56,Along Ariansyah
wah gem nya keluar asep kena ajep ya,1,2026-04-20 21:54:23,Baim ganteng fajar1
"saya kasih nilai segini karena harus grading mulu waktu saya habis gara"" grading tidak jelas seperti ini dan setiap kali grading diganggu sama temen entah di molotov atau di ledakin bensin, hariini saya putuskan game ini saya hapus walaupun berat rasanya karena sudah dari season 2 main pubg baru kali ini merasa kecewa. terutama dengan player yang suka mengganggu orang grading! thx pubg🙏🥲",1,2026-04-20 21:50:26,Sudar Kunpanda
"tolong kurangin lah data nya gw main dari pas 300 mb sekarang udah 1,3gb😭",5,2026-04-20 21:30:53,S Qodisa Senjaya
gem nya bagus,5,2026-04-20 21:06:03,Ryan Purwanto
gamenya bagus cuma agak berat,5,2026-04-20 21:03:14,Bobbyboy RWB21
"sejak update sinyal ga pernah stabil,udah coba unistal trus download lg tetep ngelag.pdhl season kemarin main di grafik mid masih lancar event nya juga lebih banyak bangunan yang di render",3,2026-04-20 20:21:10,Faiz Krisna
kita pemain lama cuma melihat video saja tdk bermain lagi. HP nya kentang goreng hahahah,1,2026-04-20 20:15:22,Ming Rtk
"matchmaking tidak setara dengan statistik saya alhasil teman setim malah jadi beban, mainnya mencar-mencar. Dan sistem grading tolong di hilangkan",1,2026-04-20 19:38:15,syahrul lutfi
enak mainnya,5,2026-04-20 19:17:55,Jidan VV
"Main udah top 17 malah nge bug ga bisa hit musuh, malah kek hit besi bunyinya padahal jaringan lancarr, mohon diperbaiki ini antara bug atau apa nihh",5,2026-04-20 19:10:27,Ahmad dzaky 02
aku sangat suka pubg tapi aku tidak terlalu bisa memainkan game ini mantap,5,2026-04-20 18:48:31,Gilang satria pramudia
saya suka,5,2026-04-20 18:10:39,Hery Sugianur
jendela nya dibesarin lagi lah kalo aku mau masuk jendela suka ngak masuk,1,2026-04-20 17:42:03,Nabil gaming
"woyy, ga adil lah. masa rank baru diamond diadepin musuh abang2an qonqu.",5,2026-04-20 17:38:06,TuanChell
tolong PUBG MOBILE saya top up tanggal 19-20.. Rm23.+Rm4.60 UC tidak masuk..malah pembelian gagal sedangkan pulsa kepotong semua..saya udah ajukan 24Jam belum masuk2 lagi,5,2026-04-20 17:08:03,Ogang Dua belas
"Pubg aneh banget kenapa akun saya di ban 10 tahun anjir gua main murni aja apknya juga download dari play store sini kenapa di ban coba, game udah ga jelas banget sumpah, tolong kembalikan akun saya kalo gini trus kan bisa rugi akun orang yang kena ban aku mohon bantuannya cepat kembalikan akun saya, game ga kayak dlu lagi kenapa sekarang asal benned aja dah padahal dlu pake hp lama aman aja sekarang baru pindah ke hp baru di ban akun gua 2 memang pubg aneh bngt dah..",1,2026-04-20 17:00:11,Alvaro Dc
mohon pihak PUBG email saya di respon. . saya sudah berulang kali pengaduan dan selalu di tolak. . saya menghubungi CS layanan PUBG dan saya sudah menjelaskan masalah saya. . akun saya di di retas. . saya sudah banyak habis uang untuk PUBG . . tapi akun saya di ambil begitu aja. . dan pihak pubg tidak mau membantu saya. . mohon pihak PUBG saya sangat berharap akun saya kembali lagi.,1,2026-04-20 16:12:00,Agusago08
kok aku gak bisa masuk lama banget,1,2026-04-20 15:01:17,Mijan Phone
game yg baik,5,2026-04-20 14:40:10,Zibran Khaizuran
"3x download lawakan yg kocak sekali, dulu size cuma 1GB sekian dan sekarang malah norak banyak hal gak penting dalam game nya",1,2026-04-20 14:19:56,Be Better
mantap PUBG nya suda,5,2026-04-20 13:54:24,Ading Abadi
HAPUS GRADING PLSSS,5,2026-04-20 13:29:13,xm ww
agak pelit gak kayak dulu kalo ada event x suit bisa pake fragmen. sekarang udah gak bisa lagi.,1,2026-04-20 13:02:01,ynt kts
hai tencen pubg tolong dong akun saya di curi lalu berbuat pelanggaran dan saya di banned sampai 2032 saya sangat kecewa akun saya di retas😭😭😭,2,2026-04-20 12:50:52,Arima Bengkiuk
Capek bgtt gara² dibuat grading susah sekarang naik tier. pensi sudah aku. Menyulitkan banyak pemain. Thx pubgm. Bye.,1,2026-04-20 11:39:02,Mweheheh
"min mau tanya , bisa ga sih top 1 - 100 mastery senjata itu dikasih kiriman airdrop piala trophy gitu? 🙏🙏",5,2026-04-20 11:08:57,Abdul Latif
"PUBG, KENAPA YA SEMENJAK PEMBAHARUAN INI LOGIN KE GAME SELALU MENTAL.. ? TOLONG DI PERBAIKI KALAU EIBIARKAN BEGINI TERUS SAYA JAMIN GAME PUBG BAKAL SEPI PEMINATNYA.",3,2026-04-20 10:37:16,Ruli Jatmiko
gemnya sangat seru,5,2026-04-20 09:23:57,Yuli amanah Amanah
"susah masuk dalam pertempuran,selalu tertinggal di 73 persen",1,2026-04-20 09:17:58,Arjun Tomalili
ok,5,2026-04-20 07:56:03,Kang Dien's
my favorite game gue ini,5,2026-04-20 07:20:10,Sachiko
"gamenya udah bagus, cuma klw mau solo ketemu musuh nya lama bet🗿",5,2026-04-20 05:52:32,Muhammad Al Mubarok
collab naruto lah..,4,2026-04-20 03:27:07,A.W official
oke,1,2026-04-20 03:19:44,Rusmin La Rudin
game Dajjal sistem grading ga berguna yang ada menyusahkan player segera di hapus sistem grading di PUBG MOBILE,1,2026-04-20 02:33:07,Harry Styl
"unistal dulu makin berat game nya samsung s20 aja masih frem, tunggu ganti hp baru",1,2026-04-20 01:32:55,Wibi Pramudya
sangat baguss,5,2026-04-20 01:16:39,Ramdan Kaka
geemnya sangat bagus,5,2026-04-20 00:10:17,Bodat Tervang
