review,review_clean,review_processed,rating,sentiment,date,userName
woi masalah login mulu tod,woi masalah login mulu tod,woi login mulu tod,1,negatif,2025-11-08 23:39:24,Made Vadrika
bagus😎👍,bagus,bagus,5,positif,2025-11-08 23:37:25,Ulla Xsus
kurang nyaman tombol sprint gak bisa di edit...hilang analog sprint andalan...bkalan pensiun ini...nyesal upgrade 4.1...kalo bisa downgrade aku milih 4.0,kurang nyaman tombol sprint gak bisa di edithilang analog sprint andalanbkalan pensiun ininyesal upgrade kalo bisa downgrade aku milih,nyaman tombol sprint edithilang analog sprint andalanbkalan pensiun ininyesal upgrade downgrade milih,1,negatif,2025-11-08 23:36:02,Slamet Pramono
menyala king,menyala king,menyala king,5,positif,2025-11-08 23:27:05,Topup Legend
sangat Bagus,sangat bagus,bagus,5,positif,2025-11-08 23:26:27,Nabil Nofrizon
nambah darah d aftermath lambat sekali😴😴,nambah darah d aftermath lambat sekali,nambah darah aftermath lambat,2,negatif,2025-11-08 23:12:58,Angelina Saecaria jacobus
"semakin kesini semakin gak jelas. setiap ganti season mesti update mulu yang gak cuma 1Gb padahal update an perbagian, malah kek bongkar pasang gak jelas. Resmi pensiun!!!",semakin kesini semakin gak jelas setiap ganti season mesti update mulu yang gak cuma gb padahal update an perbagian malah kek bongkar pasang gak jelas resmi pensiun,kesini ganti season mesti update mulu gb update an perbagian kek bongkar pasang resmi pensiun,1,negatif,2025-11-08 22:55:36,kamuh flaseh
Tetap ok,tetap ok,ok,5,positif,2025-11-08 22:45:35,Iwan Santosa
"setelah update, udah download data pas login lagi download data lagi masa setiap login download data lagi",setelah update udah download data pas login lagi download data lagi masa setiap login download data lagi,update download data pas login download data login download data,3,netral,2025-11-08 22:44:51,Resha Dwi
ok,ok,ok,4,positif,2025-11-08 22:41:32,Andri Budiyanto
"broken, setelah update tidak bisa login",broken setelah update tidak bisa login,broken update login,1,negatif,2025-11-08 22:20:42,Muhamad Fauzi Syahrillah
game nya makin berat jadi malas main nya,game nya makin berat jadi malas main nya,game berat malas main,1,negatif,2025-11-08 22:20:04,Wanda Pradana
"terlalu banyak skin warna warni, citer juga hampir sering Nemu, udh bosen game battle royal, gk ada inovasi sama sekali kecuali pas Collab sama Godzilla.",terlalu banyak skin warna warni citer juga hampir sering nemu udh bosen game battle royal gk ada inovasi sama sekali kecuali pas collab sama godzilla,skin warna warni citer nemu bosen game battle royal inovasi kecuali pas collab godzilla,1,negatif,2025-11-08 22:07:44,ZAKKI OFFICIAL
untuk game nya bagus tapi terlalu berat untuk pembuat game nya saya minta tolong kecilin sedikit lah sepaya ngak terlalu patah patah kalo main di hp ram 8 terima kasih semoga di dengar kan,untuk game nya bagus tapi terlalu berat untuk pembuat game nya saya minta tolong kecilin sedikit lah sepaya ngak terlalu patah patah kalo main di hp ram terima kasih semoga di dengar kan,game bagus berat pembuat game tolong kecilin sepaya ngak patah patah main hp ram terima kasih semoga dengar,5,positif,2025-11-08 21:48:28,Khairil Anuar
game sangat baguss,game sangat baguss,game baguss,5,positif,2025-11-08 21:46:54,Alifa bahiraputri
Terlalu sering update tapi menghabiskan memory,terlalu sering update tapi menghabiskan memory,update menghabiskan memory,3,netral,2025-11-08 21:45:49,danu vac
"saya kena ban satu bulan cuma karna balik ke lobi saat knock di mode metro royal padahal saya cuman mau main dari ulang karna gak ada yg mau menolong, seminggu sebelumnya saya kena ban karna gak sengaja membalas serangan salah satu anggota tim yg diam-diam dengan sengaja melempar bom api ayolah sistem macam apa itu, akhirnya saya kesal dan uninstal game ini....😅 tolong pak developer perbaiki lagi..",saya kena ban satu bulan cuma karna balik ke lobi saat knock di mode metro royal padahal saya cuman mau main dari ulang karna gak ada yg mau menolong seminggu sebelumnya saya kena ban karna gak sengaja membalas serangan salah satu anggota tim yg diamdiam dengan sengaja melempar bom api ayolah sistem macam apa itu akhirnya saya kesal dan uninstal game ini tolong pak developer perbaiki lagi,kena ban lobi knock mode metro royal cuman main ulang menolong seminggu kena ban sengaja membalas serangan salah anggota tim diamdiam sengaja melempar bom api ayolah sistem kesal uninstal game tolong developer perbaiki,2,negatif,2025-11-08 21:26:46,Muhammad Irsan
"kebanyakan claim reward, dibuat simple aja napa sih, heran gw mah",kebanyakan claim reward dibuat simple aja napa sih heran gw mah,kebanyakan claim reward simple napa heran mah,3,netral,2025-11-08 21:03:07,Yesiria munawaroh
game tak perlu di ragukan lagi,game tak perlu di ragukan lagi,game ragukan,5,positif,2025-11-08 20:53:13,Eki Anugrah
josss jisss,josss jisss,josss jisss,5,positif,2025-11-08 20:46:31,Rois Ilmi
vikendi ada event aja matchingnya Ampe 3 menit apalagi gak ada Event,vikendi ada event aja matchingnya ampe menit apalagi gak ada event,vikendi event matchingnya ampe menit event,4,positif,2025-11-08 20:37:23,Ilham Najwi
sering bug karakter tidak bisa jalan seperti terhalang sesuatu paling sering saya alami di map erangle tepatnya di militery base,sering bug karakter tidak bisa jalan seperti terhalang sesuatu paling sering saya alami di map erangle tepatnya di militery base,bug karakter jalan terhalang alami map erangle tepatnya militery base,4,positif,2025-11-08 20:31:03,Ao Haru Ride
parah pubg sekarang . udah apdet vesi 4.1 gw main rank dan clasik .. malah keluar .. jadi gw main arena . main di arena terus ngk mungkin,parah pubg sekarang udah apdet vesi gw main rank dan clasik malah keluar jadi gw main arena main di arena terus ngk mungkin,parah pubg apdet vesi main rank clasik main arena main arena ngk,1,negatif,2025-11-08 20:29:55,Ogi Saputra
setiap ada pembaruan pasti ada aja bug gk jelas,setiap ada pembaruan pasti ada aja bug gk jelas,pembaruan bug,2,negatif,2025-11-08 20:26:58,Zaini Sajalah
kurang untuk tata letak 2 jari,kurang untuk tata letak jari,tata letak jari,5,positif,2025-11-08 20:26:13,Andi Nakcayang
mohon maaf saya kasih bintang 1 karena aplikasi nya sering tiba-tiba keluar sendiri padahal sudah di hapus data aplikasi nya tolong kasih solusinya terimakasih,mohon maaf saya kasih bintang karena aplikasi nya sering tibatiba keluar sendiri padahal sudah di hapus data aplikasi nya tolong kasih solusinya terimakasih,mohon maaf kasih bintang aplikasi tibatiba hapus data aplikasi tolong kasih solusinya terimakasih,1,negatif,2025-11-08 20:18:32,Bayu Susilo
game nya bagus da kren,game nya bagus da kren,game bagus da kren,5,positif,2025-11-08 20:13:39,Victor Martins
masih banyak BUG..,masih banyak bug,bug,1,negatif,2025-11-08 19:48:02,BatfutuKev #B.O.S.S
selalu apdate terus,selalu apdate terus,apdate,1,negatif,2025-11-08 19:37:49,Fanoh Laia
main gem,main gem,main gem,5,positif,2025-11-08 19:29:10,PUBG GAMING
terpaksa player hp kentang harus pensi karena file terlalu besar.mungkin sekarang yang main bot semua,terpaksa player hp kentang harus pensi karena file terlalu besarmungkin sekarang yang main bot semua,terpaksa player hp kentang pensi file besarmungkin main bot,3,netral,2025-11-08 19:17:34,Mast Ar
lebih real..kalau tidak ada recal di event...👍,lebih realkalau tidak ada recal di event,realkalau recal event,2,negatif,2025-11-08 19:08:37,muhammad ansar
ngefrem parah setelah update 4.1,ngefrem parah setelah update,ngefrem parah update,1,negatif,2025-11-08 19:06:36,Windo
Setelah di update koneksi internet eror tolong,setelah di update koneksi internet eror tolong,update koneksi internet eror tolong,5,positif,2025-11-08 18:41:47,Pertama Oka
"sangat menghibur,,harus pintar punya skill dan reflek yg cepat..",sangat menghiburharus pintar punya skill dan reflek yg cepat,menghiburharus pintar skill reflek cepat,5,positif,2025-11-08 18:37:42,echan ina benga
kebanyakan Update,kebanyakan update,kebanyakan update,1,negatif,2025-11-08 18:35:12,Janter Henerik
"harap menunggu 300 detik sebelum login kembali, masalah server bla BLA BLA,, alah semakin lama semakin g jelas",harap menunggu detik sebelum login kembali masalah server bla bla bla alah semakin lama semakin g jelas,harap menunggu detik login server bla bla bla alah,4,positif,2025-11-08 18:28:08,Novri
"Bisa mati orang maen game ini,1 match bisa 30 menitan buat sampe end game,musuh dah sisa sedikit zonanya yg dibuat lama,bisa ngg si di cut waktu zonanya,udh menang cuma dpt poin berapa UC mahal banget ngg ngotak",bisa mati orang maen game ini match bisa menitan buat sampe end gamemusuh dah sisa sedikit zonanya yg dibuat lamabisa ngg si di cut waktu zonanyaudh menang cuma dpt poin berapa uc mahal banget ngg ngotak,mati orang maen game match menitan sampe end gamemusuh dah sisa zonanya lamabisa ngg cut zonanyaudh menang dpt poin uc mahal ngg ngotak,5,positif,2025-11-08 18:21:04,M Septa
PUBG will have fewer players. Gacha using UC is very difficult to get elite skins and is very expensive. RP content isn't as good as it used to be. Every update to the device is crazy.,pubg will have fewer players gacha using uc is very difficult to get elite skins and is very expensive rp content isnt as good as it used to be every update to the device is crazy,pubg will have fewer players gacha using uc is very difficult to get elite skins and is very expensive rp content isnt as good as it used to be every update to the device is crazy,2,negatif,2025-11-08 18:17:10,Hari doo
"tolong untuk developer , mengupdate nya cukup ini aja. masak setiap permainan suruh update terus. ini aja sudah seru. jangan dikit2 ganti event. cukup ini aja. kasian untuk hp kentang terkadang ramnya tidak cukup untuk mengupdate nya. terutama hp saya,hp kentang. tolong untuk pengertiannya. memang bener pengalaman bermain saya kurang. mohon untuk pengertiannya .",tolong untuk developer mengupdate nya cukup ini aja masak setiap permainan suruh update terus ini aja sudah seru jangan dikit ganti event cukup ini aja kasian untuk hp kentang terkadang ramnya tidak cukup untuk mengupdate nya terutama hp sayahp kentang tolong untuk pengertiannya memang bener pengalaman bermain saya kurang mohon untuk pengertiannya,tolong developer mengupdate masak permainan suruh update seru dikit ganti event kasian hp kentang terkadang ramnya mengupdate hp sayahp kentang tolong pengertiannya bener pengalaman bermain mohon pengertiannya,3,netral,2025-11-08 18:16:26,herfit nyaairin
kangen dari sisen 6,kangen dari sisen,kangen sisen,3,netral,2025-11-08 18:13:07,Saprudin Ismail
"gimana car login ke FB nya , saya player lama ingin main kembali tapi tidak dapat melakukan login ke FB ,",gimana car login ke fb nya saya player lama ingin main kembali tapi tidak dapat melakukan login ke fb,car login fb player main login fb,2,negatif,2025-11-08 18:10:03,Dandi Alfandi
good game,good game,good game,5,positif,2025-11-08 18:08:24,RAFA'A RAMADHANI PRATAMA Dhani
old its gold 🥲,old its gold,old its gold,5,positif,2025-11-08 17:55:27,Kamal Al Asri
lol update terbaru malh lag gak karuan diley telalu lama pdahal jaring stabil. malah dapet notif jarimgan kurang bagus.kocak kocak 🤬,lol update terbaru malh lag gak karuan diley telalu lama pdahal jaring stabil malah dapet notif jarimgan kurang baguskocak kocak,lol update terbaru malh lag karuan diley telalu pdahal jaring stabil dapet notif jarimgan baguskocak kocak,5,positif,2025-11-08 17:52:13,warau desu
kekurangan nya setiap ganti sesoan terlalu besar download ivent terbaru nya ... tolong agar di kurangi untuk setiap ganti sesoan nya... agar tidak terlalu besar.ganti season nya,kekurangan nya setiap ganti sesoan terlalu besar download ivent terbaru nya tolong agar di kurangi untuk setiap ganti sesoan nya agar tidak terlalu besarganti season nya,kekurangan ganti sesoan download ivent terbaru tolong kurangi ganti sesoan besarganti season,3,netral,2025-11-08 17:47:56,Satelit Ponsel
HP ku mati karna main pubg mobile lebih baik main FF dan ML,hp ku mati karna main pubg mobile lebih baik main ff dan ml,hp ku mati main pubg mobile main ff ml,1,negatif,2025-11-08 17:44:25,Nazril AF
mantap aku suka banget main di PUBG MOBIL,mantap aku suka banget main di pubg mobil,mantap suka main pubg mobil,5,positif,2025-11-08 17:43:03,Suryani unyiel
terlalu sulit,terlalu sulit,sulit,5,positif,2025-11-08 17:32:30,Sochi Kamil
sempurna,sempurna,sempurna,5,positif,2025-11-08 17:31:01,Bng ran988
tolong developer untuk download otomatis jagan lah di jalanin sendiri sudah di matikan tetep aja jalan download nya makin berat lah gamenya,tolong developer untuk download otomatis jagan lah di jalanin sendiri sudah di matikan tetep aja jalan download nya makin berat lah gamenya,tolong developer download otomatis jagan jalanin matikan tetep jalan download berat gamenya,4,positif,2025-11-08 17:27:00,TOMY gamers꧂
grafis nya kok ngeblur sih,grafis nya kok ngeblur sih,grafis ngeblur,1,negatif,2025-11-08 17:26:31,Yoga Putra
ngeleg habis,ngeleg habis,ngeleg habis,1,negatif,2025-11-08 17:21:31,Punk Til
jelek,jelek,jelek,5,positif,2025-11-08 17:20:54,Sahrul Ramadhan
Untuk PUBG Kenapa pas mau masuk pertandingan Patah2 mau Meluncur sama pesawat patah2 update macam apa kali ini ha,untuk pubg kenapa pas mau masuk pertandingan patah mau meluncur sama pesawat patah update macam apa kali ini ha,pubg pas masuk pertandingan patah meluncur pesawat patah update kali ha,1,negatif,2025-11-08 16:36:54,Rohit Saputra
Masi epik dan seru si tapi selama bertahun-tahun aku nunggu senjata buatan PT PINDAD dimasukin biar tamba menyesuaikan dengan pemain dari INDONESIA,masi epik dan seru si tapi selama bertahuntahun aku nunggu senjata buatan pt pindad dimasukin biar tamba menyesuaikan dengan pemain dari indonesia,masi epik seru bertahuntahun nunggu senjata buatan pt pindad dimasukin biar tamba menyesuaikan pemain indonesia,4,positif,2025-11-08 16:36:41,Bang JJ
sangat menaraik,sangat menaraik,menaraik,5,positif,2025-11-08 16:35:17,filominus oleng
Lag,lag,lag,5,positif,2025-11-08 16:21:24,Reah Reoh
kasih bintang 4 dulu. soalnya kalo abis update suka kebiasaan bug jaringan.,kasih bintang dulu soalnya kalo abis update suka kebiasaan bug jaringan,kasih bintang abis update suka kebiasaan bug jaringan,4,positif,2025-11-08 16:17:49,Nurul Qamariyah
Pubg emang seru tapi update nya makin gede player yang hp nya kentang gk bisa main pubg kayak dulu lagi,pubg emang seru tapi update nya makin gede player yang hp nya kentang gk bisa main pubg kayak dulu lagi,pubg seru update gede player hp kentang main pubg kayak,5,positif,2025-11-08 15:59:57,Made Lintang
game tolol,game tolol,game tolol,5,positif,2025-11-08 15:55:37,Mafadas Ino
"Dari dulu saya suka fitur ngelag-nya, sebagai penanda kalo ada pemain asli disekitaran map.. Mantap..",dari dulu saya suka fitur ngelagnya sebagai penanda kalo ada pemain asli disekitaran map mantap,suka fitur ngelagnya penanda pemain asli disekitaran map mantap,1,negatif,2025-11-08 15:51:55,Ny Muslimin
seru,seru,seru,5,positif,2025-11-08 15:23:55,Muhammad Aqil fadhil
"saya cukup risih, pas turun di event trus landing di atap malah nyangkut. terus barusan lagi pake mobil tiba tiba ketabrak truk, lah bukannya kena damage malah mental keatas, alhasil pas mobil jatuh langsung di tembak musuh. gabisa kah, kalo semisalnya kita nabrak truck pas pake mobil itu kena damage? bukan mental keatas? tiap mau login suka ada update 2-20mb buat skin, masa iya gabisa nge fix ini?",saya cukup risih pas turun di event trus landing di atap malah nyangkut terus barusan lagi pake mobil tiba tiba ketabrak truk lah bukannya kena damage malah mental keatas alhasil pas mobil jatuh langsung di tembak musuh gabisa kah kalo semisalnya kita nabrak truck pas pake mobil itu kena damage bukan mental keatas tiap mau login suka ada update mb buat skin masa iya gabisa nge fix ini,risih pas turun event trus landing atap nyangkut barusan pake mobil ketabrak truk kena damage mental keatas alhasil pas mobil jatuh langsung tembak musuh gabisa kah nabrak truck pas pake mobil kena damage mental keatas login suka update mb skin iya gabisa nge fix,1,negatif,2025-11-08 15:03:06,Rhebi
"update 4.1 tambah berat di in game nya beda sama yang 4.0 lebih ringan, tolong perbaiki di ivent 4.1 ini yang agak ringan",update tambah berat di in game nya beda sama yang lebih ringan tolong perbaiki di ivent ini yang agak ringan,update berat in game beda ringan tolong perbaiki ivent ringan,4,positif,2025-11-08 15:00:15,piki pikz
"lagi dan lagi sangat kecewa dengan update terbaru ini,padahal saya sudah menunggu lama untuk bisa membuka 120 fps walaupun di grafik sangat mulus. tetapi saya tetap tidak mendapat peningkatan opsi frame rate.padahal saya rasa kuat untuk bermain 120 fps stabil di grafik super smooth.bahkan mendapat opsi frame rate 90 fps saja tidak kebagian(mentok 60 fps) kapan iqoo z9 5g mendapatkan update 90 fps",lagi dan lagi sangat kecewa dengan update terbaru inipadahal saya sudah menunggu lama untuk bisa membuka fps walaupun di grafik sangat mulus tetapi saya tetap tidak mendapat peningkatan opsi frame ratepadahal saya rasa kuat untuk bermain fps stabil di grafik super smoothbahkan mendapat opsi frame rate fps saja tidak kebagianmentok fps kapan iqoo z g mendapatkan update fps,kecewa update terbaru inipadahal menunggu membuka fps grafik mulus peningkatan opsi frame ratepadahal kuat bermain fps stabil grafik super smoothbahkan opsi frame rate fps kebagianmentok fps iqoo update fps,1,negatif,2025-11-08 14:48:45,Muhammad Dzaky
game taik,game taik,game taik,1,negatif,2025-11-08 14:43:56,Aisyah Novia Wulandari
tolong saya sebagai player PUBG saya merasa tidak terima sekali kanapa di saat saya chicken itu poin saya naik sedikit suda begitu pas saya tusun itu atau mati di awal game kenapa poin saya mengurang begitu bayang saya merasa tidak terima dengan semua itu saya merasa rugi sekali tolong di perhatikan itu,tolong saya sebagai player pubg saya merasa tidak terima sekali kanapa di saat saya chicken itu poin saya naik sedikit suda begitu pas saya tusun itu atau mati di awal game kenapa poin saya mengurang begitu bayang saya merasa tidak terima dengan semua itu saya merasa rugi sekali tolong di perhatikan itu,tolong player pubg terima kanapa chicken poin suda pas tusun mati game poin mengurang bayang terima rugi tolong perhatikan,1,negatif,2025-11-08 14:23:18,Donny BAPAIMU
"sgat menghibur, jauhkan dari citerr",sgat menghibur jauhkan dari citerr,sgat menghibur jauhkan citerr,5,positif,2025-11-08 14:16:16,REFLIN LUTA LAPU GRAB
"fix lag, sering drop fps, bnyak bug, player IPAD bedakan server kayak emulator biar adil, ipad tu bedakan server biar adil",fix lag sering drop fps bnyak bug player ipad bedakan server kayak emulator biar adil ipad tu bedakan server biar adil,fix lag drop fps bnyak bug player ipad bedakan server kayak emulator biar adil ipad tu bedakan server biar adil,1,negatif,2025-11-08 13:59:34,dav battle royale
game cukup bagus. dan sangat cocok untuk hp entry level. asal bisa ngesetting pengaturan grafik nya...,game cukup bagus dan sangat cocok untuk hp entry level asal bisa ngesetting pengaturan grafik nya,game bagus cocok hp entry level ngesetting pengaturan grafik,5,positif,2025-11-08 13:41:55,Aris Nurcahyo
gamenya seru bang,gamenya seru bang,gamenya seru bang,5,positif,2025-11-08 13:07:07,Haikal Kurnia
PUBG emang gada lawan PUBG NO1,pubg emang gada lawan pubg no,pubg gada lawan pubg no,5,positif,2025-11-08 13:04:11,Hendra Ahmad
luar biasa dan air mata yang mengalir ke rekening dalam yang ada ✅ dan yang bersih di hati 💕 di yang yang 🚸 yang di di pada 🚸 yang ⚎ di Indonesia sekolah ⚎ di Indonesia yang dan penting kamu bahwa mereka akan merindukan seseorang yang yg sayang lakukan aku aja juga kak udah ada yg bisa 🙆 dan tidak ada akan tau osan yang ⚎ di Indonesia yang ke dua tiga sekolah antaranya bener paling ga bisa 🙆 di hati sekolah akan merindukan kamu yang ⚎,luar biasa dan air mata yang mengalir ke rekening dalam yang ada dan yang bersih di hati di yang yang yang di di pada yang di indonesia sekolah di indonesia yang dan penting kamu bahwa mereka akan merindukan seseorang yang yg sayang lakukan aku aja juga kak udah ada yg bisa dan tidak ada akan tau osan yang di indonesia yang ke dua tiga sekolah antaranya bener paling ga bisa di hati sekolah akan merindukan kamu yang,air mata mengalir rekening bersih hati indonesia sekolah indonesia merindukan sayang lakukan kak osan indonesia sekolah bener hati sekolah merindukan,5,positif,2025-11-08 12:55:28,Rolex Sport
sangat seru,sangat seru,seru,5,positif,2025-11-08 12:41:07,sahril ramadhan
"JADI JELEK DAN GAK KREATIF TEMA2 NYA,",jadi jelek dan gak kreatif tema nya,jelek kreatif tema,1,negatif,2025-11-08 12:40:21,Melvin Lazzarus
"aduh akun udah lama gak di pakai malah ke hack mau login udah gak bisa, lupa ID nya lagi udah top up banyak yah gimana lagi nasib game sampah kurang sistem operasi ke aman na nya dan respon yang lelet yah gitu deh malas main lagi moga ajak akun kalian gak kena hack, saran saja mending di jual aja kalau punya akun lama sama udah sultan kasian kalau kena hack seperti saya",aduh akun udah lama gak di pakai malah ke hack mau login udah gak bisa lupa id nya lagi udah top up banyak yah gimana lagi nasib game sampah kurang sistem operasi ke aman na nya dan respon yang lelet yah gitu deh malas main lagi moga ajak akun kalian gak kena hack saran saja mending di jual aja kalau punya akun lama sama udah sultan kasian kalau kena hack seperti saya,aduh akun pakai hack login lupa id top up yah nasib game sampah sistem operasi aman na respon lelet yah gitu malas main moga ajak akun kena hack saran mending jual akun sultan kasian kena hack,1,negatif,2025-11-08 12:33:07,Adi Ardiansyah
mantab👍,mantab,mantab,5,positif,2025-11-08 12:17:05,Copk
